city,fetched_at_utc,datetime_local,datetime_utc,temp_c,precip_prob_pct
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T00:00,2026-09-25T04:00:00+00:00,13.8,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T01:00,2026-09-25T05:00:00+00:00,13.5,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T02:00,2026-09-25T06:00:00+00:00,13.1,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T03:00,2026-09-25T07:00:00+00:00,12.5,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T04:00,2026-09-25T08:00:00+00:00,12.6,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T05:00,2026-09-25T09:00:00+00:00,12.7,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T06:00,2026-09-25T10:00:00+00:00,12.9,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T07:00,2026-09-25T11:00:00+00:00,12.4,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T08:00,2026-09-25T12:00:00+00:00,14.1,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T09:00,2026-09-25T13:00:00+00:00,15.0,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T10:00,2026-09-25T14:00:00+00:00,16.1,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T11:00,2026-09-25T15:00:00+00:00,17.5,1
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T12:00,2026-09-25T16:00:00+00:00,18.8,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T13:00,2026-09-25T17:00:00+00:00,20.0,1
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T14:00,2026-09-25T18:00:00+00:00,21.1,1
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T15:00,2026-09-25T19:00:00+00:00,21.6,1
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T16:00,2026-09-25T20:00:00+00:00,21.5,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T17:00,2026-09-25T21:00:00+00:00,21.3,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T18:00,2026-09-25T22:00:00+00:00,20.4,0
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T19:00,2026-09-25T23:00:00+00:00,18.8,1
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T20:00,2026-09-26T00:00:00+00:00,18.2,6
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T21:00,2026-09-26T01:00:00+00:00,18.3,11
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T22:00,2026-09-26T02:00:00+00:00,17.1,16
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-25T23:00,2026-09-26T03:00:00+00:00,16.5,15
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T00:00,2026-09-26T04:00:00+00:00,16.4,19
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T01:00,2026-09-26T05:00:00+00:00,16.2,27
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T02:00,2026-09-26T06:00:00+00:00,15.9,34
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T03:00,2026-09-26T07:00:00+00:00,14.4,36
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T04:00,2026-09-26T08:00:00+00:00,14.1,34
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T05:00,2026-09-26T09:00:00+00:00,13.9,43
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T06:00,2026-09-26T10:00:00+00:00,13.4,48
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T07:00,2026-09-26T11:00:00+00:00,13.8,35
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T08:00,2026-09-26T12:00:00+00:00,14.5,40
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T09:00,2026-09-26T13:00:00+00:00,15.7,44
New York City,2026-09-25T05:03:56.687210+00:00,2026-09-26T10:00,2026-09-26T14:00:00+00:00,15.9,42
